Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,Result_1,Result_2,Time Format,Referee,Method Details,Sig. Str._1,Sig. Str._2,Sig. Str. %_1,Sig. Str. %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_%_1,Head_%_2,Body_%_1,Body_%_2,Leg_%_1,Leg_%_2,Distance_%_1,Distance_%_2,Clinch_%_1,Clinch_%_2,Ground_%_1,Ground_%_2,Total Str._%_1,Total Str._%_2
Shane Carwin,Neil Wain,0,0,13,4,1,0,0,0,Heavyweight,KO/TKO Punches,1,1:31,312f47c3d2f83ffa,W,L,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Mount,13 of 23,4 of 8,0.56,0.5,0,0,0,0,62,0,0.52,0.5,1.0,0,0,0,0.0,0.6,0.5,0.33,0.65,0,0.7,0.67
David Bielkheden,Jess Liaudin,0,0,36,12,7,1,0,2,Lightweight,U-DEC,3,5:00,312f47c3d2f83ffa,W,L,3 Rnd (5-5-5),Kevin Mulhall,Richard Bertrand28 - 29.Chris Lee28 - 29.Chris Watts27 - 30.,36 of 53,12 of 25,0.67,0.48,0,2,0,0,594,194,0.65,0.48,1.0,0,0,0,0.0,0.14,0.84,1.0,0.67,0.5,0.83,0.81
Terry Etim,Sam Stout,0,0,69,55,0,1,0,0,Lightweight,U-DEC,3,5:00,312f47c3d2f83ffa,W,L,3 Rnd (5-5-5),Leon Roberts,Tim Vannatta28 - 29.Richard Bertrand28 - 29.Andy Roberts27 - 30.,69 of 192,55 of 288,0.35,0.19,0,0,0,0,3,5,0.24,0.07,0.5,0.49,0.73,0.63,0.35,0.19,0.75,0.5,0,0,0.36,0.19
Jim Miller,David Baron,0,0,15,7,5,0,5,1,Lightweight,SUB Rear Naked Choke,3,3:19,312f47c3d2f83ffa,W,L,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke,15 of 28,7 of 16,0.53,0.43,5,1,0,1,646,55,0.48,0.36,1.0,1.0,0.6,0,0.27,0.45,0.5,0.4,0.73,0,0.72,0.71
Per Eklund,Samy Schiavo,0,0,31,23,1,1,5,1,Lightweight,SUB Rear Naked Choke,3,1:47,312f47c3d2f83ffa,W,L,3 Rnd (5-5-5),Leon Roberts,Rear Naked Choke,31 of 42,23 of 56,0.73,0.41,5,1,0,0,243,319,0.64,0.34,0.82,0.33,1.0,1.0,0.5,0.32,0.79,0.67,0.75,0.44,0.88,0.45
Nate Diaz,Josh Neer,0,0,40,26,5,4,0,4,Lightweight,S-DEC,3,5:00,279093302a6f44b3,W,L,3 Rnd (5-5-5),Josh Rosenthal,Doug Crosby29 - 28.Cecil Peoples28 - 29.Jeff Mullen28 - 29.,40 of 72,26 of 50,0.55,0.52,0,4,0,0,446,335,0.45,0.5,0.68,0.43,1.0,1.0,0.17,0.4,0.78,0.53,0.68,0.6,0.73,0.65
Clay Guida,Mac Danzig,0,0,43,36,10,1,0,0,Lightweight,U-DEC,3,5:00,279093302a6f44b3,W,L,3 Rnd (5-5-5),Yves Lavigne,Doug Crosby27 - 30.Cecil Peoples28 - 29.Jeff Mullen28 - 29.,43 of 106,36 of 108,0.4,0.33,0,0,0,0,518,34,0.24,0.31,0.78,0.67,0.94,0.75,0.25,0.29,0.69,0.64,0.6,0,0.5,0.46
Alan Belcher,Ed Herman,0,0,54,43,0,5,0,2,Middleweight,S-DEC,3,5:00,279093302a6f44b3,W,L,3 Rnd (5-5-5),Dan Miragliotta,Cecil Peoples28 - 29.Jeff Sinnett29 - 28.Doug Crosby28 - 29.,54 of 90,43 of 130,0.6,0.33,0,2,0,0,143,287,0.48,0.3,0.67,0.56,0.94,0.25,0.55,0.25,0.79,0.47,0,0.67,0.65,0.49
Eric Schafer,Houston Alexander,0,0,24,12,1,0,2,0,Light Heavyweight,SUB Arm Triangle,1,4:53,279093302a6f44b3,W,L,3 Rnd (5-5-5),Josh Rosenthal,Arm Triangle From Side Control,24 of 38,12 of 21,0.63,0.57,2,0,1,0,196,32,0.66,0.47,0.5,0.75,0,1.0,0.0,0.6,0.5,0.57,0.68,0.56,0.77,0.71
Alessio Sakara,Joe Vedepo,1,0,7,7,0,0,0,0,Middleweight,KO/TKO Kick,1,1:27,279093302a6f44b3,W,L,3 Rnd (5-5-5),Yves Lavigne,Kick to Head At Distance,7 of 10,7 of 9,0.7,0.77,0,0,0,0,0,23,0.5,0.71,1.0,1.0,1.0,0,0.57,0.0,1.0,1.0,1.0,0,0.7,0.8
Wilson Gouveia,Ryan Jensen,0,0,8,30,1,2,2,0,Middleweight,SUB Armbar,2,2:04,279093302a6f44b3,W,L,3 Rnd (5-5-5),Dan Miragliotta,Armbar From Inoki-Ali Position,8 of 19,30 of 72,0.42,0.41,2,0,0,1,14,221,0.23,0.41,1.0,0.0,0.8,1.0,0.39,0.29,1.0,1.0,0,0.44,0.42,0.5
Joe Lauzon,Kyle Bradley,0,0,23,18,1,0,2,0,Lightweight,KO/TKO Punches,2,1:34,279093302a6f44b3,W,L,3 Rnd (5-5-5),Josh Arney,Punches to Head From Back Control,23 of 54,18 of 48,0.42,0.37,2,0,0,0,38,2,0.42,0.26,1.0,0.88,0,1.0,0.19,0.32,0.86,1.0,0.73,0,0.48,0.39
Jason Brilz,Brad Morris,0,0,34,4,1,0,1,0,Light Heavyweight,KO/TKO Punches,2,2:54,279093302a6f44b3,W,L,3 Rnd (5-5-5),Mark Powell,Punches to Head From Back Control,34 of 42,4 of 4,0.8,1.0,1,0,0,0,446,5,0.78,1.0,1.0,0,0,1.0,0,1.0,0,0,0.81,0,0.89,1.0
Mike Massenzio,Drew McFedries,0,0,0,3,1,0,1,1,Middleweight,SUB Kimura,1,1:28,279093302a6f44b3,W,L,3 Rnd (5-5-5),Jim Axtel,Kimura From North South,0 of 0,3 of 4,,0.75,1,1,0,0,81,0,0,0.75,0,0,0,0,0,0.0,0,0,0,1.0,0.7,0.9
Dan Miller,Rob Kimmons,0,0,0,0,0,0,2,0,Middleweight,SUB Rear Naked Choke,1,1:27,279093302a6f44b3,W,L,3 Rnd (5-5-5),Josh Arney,Rear Naked Choke,0 of 1,0 of 1,0.0,0.0,2,0,0,0,62,8,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.73,0.5
Rashad Evans,Chuck Liddell,1,0,13,10,0,0,0,0,Light Heavyweight,KO/TKO Punch,2,1:51,0db70ca89e1c7374,W,L,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,13 of 35,10 of 50,0.37,0.2,0,0,0,0,0,0,0.29,0.16,1.0,0.33,1.0,1.0,0.41,0.19,0.0,0.33,0,0,0.37,0.2
Rich Franklin,Matt Hamill,1,0,71,13,0,1,0,0,Light Heavyweight,KO/TKO Kick,3,0:39,0db70ca89e1c7374,W,L,3 Rnd (5-5-5),Mario Yamasaki,Kick to Body At Distance,71 of 136,13 of 58,0.52,0.22,0,0,0,0,4,32,0.37,0.13,0.77,1.0,0.96,1.0,0.53,0.17,0.33,0.4,1.0,0.5,0.52,0.27
Dan Henderson,Rousimar Palhares,1,0,42,27,0,2,0,1,Middleweight,U-DEC,3,5:00,0db70ca89e1c7374,W,L,3 Rnd (5-5-5),Herb Dean,Doug Crosby27 - 30.Tony Mullinax27 - 30.Chris Lee28 - 29.,42 of 82,27 of 63,0.51,0.42,0,1,0,0,147,88,0.52,0.4,0.0,0.67,0,0.67,0.48,0.42,0.44,0.5,0.61,0.5,0.55,0.45
Nate Marquardt,Martin Kampmann,1,0,22,1,0,0,0,0,Middleweight,KO/TKO Punches,1,1:22,0db70ca89e1c7374,W,L,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head At Distance,22 of 36,1 of 7,0.61,0.14,0,0,0,0,10,8,0.61,0.17,0.6,0.0,0,0,0.43,0.0,0.68,0.5,0.5,0,0.66,0.25
Dong Hyun Kim,Matt Brown,0,0,12,48,3,1,1,2,Welterweight,S-DEC,3,5:00,0db70ca89e1c7374,W,L,3 Rnd (5-5-5),Mario Yamasaki,Doug Crosby28 - 29.Cecil Peoples29 - 28.Tony Mullinax28 - 29.,12 of 28,48 of 79,0.42,0.6,1,2,0,0,306,308,0.41,0.38,1.0,0.77,0,0.67,0.24,0.49,1.0,0.79,0.57,0.64,0.5,0.72
Kurt Pellegrino,Thiago Tavares,2,0,61,18,1,1,1,0,Lightweight,U-DEC,3,5:00,0db70ca89e1c7374,W,L,3 Rnd (5-5-5),Yves Lavigne,Doug Crosby27 - 29.Tony Mullinax27 - 29.Chris Lee28 - 29.,61 of 97,18 of 72,0.62,0.25,1,0,0,0,381,205,0.59,0.21,0.89,0.6,1.0,0.4,0.48,0.21,0.6,0.0,0.83,0.5,0.72,0.59
Tim Boetsch,Michael Patt,1,0,15,9,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,2:03,0db70ca89e1c7374,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,15 of 31,9 of 21,0.48,0.42,0,0,0,0,5,0,0.41,0.23,1.0,0.5,1.0,0.83,0.36,0.39,1.0,0.67,0.75,0,0.53,0.48
Jason MacDonald,Jason Lambert,0,0,10,1,2,0,1,2,Middleweight,SUB Rear Naked Choke,2,1:20,0db70ca89e1c7374,W,L,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,10 of 18,1 of 5,0.55,0.2,1,2,0,0,356,0,0.56,0.2,0,0,0,0,0.38,0.33,0.5,0.0,0.75,0,0.8,0.33
Ryo Chonan,Roan Carneiro,0,0,23,18,0,2,0,1,Welterweight,S-DEC,3,5:00,0db70ca89e1c7374,W,L,3 Rnd (5-5-5),Herb Dean,Tony Mullinax28 - 29.Doug Crosby28 - 29.Chris Lee29 - 28.,23 of 58,18 of 38,0.39,0.47,0,1,0,1,460,319,0.26,0.44,0.78,1.0,0.83,1.0,0.35,0.35,0.5,0.67,0.41,0.56,0.65,0.74
Georges St-Pierre,Jon Fitch,3,0,131,37,7,0,1,0,Welterweight,U-DEC,5,5:00,19ffeb5e3fffd6d5,W,L,5 Rnd (5-5-5-5-5),Yves Lavigne,Doug Crosby43 - 50.Nelson Hamilton44 - 50.Jeff Mullen44 - 50.,131 of 226,37 of 132,0.57,0.28,1,0,1,0,673,112,0.53,0.2,0.76,0.63,0.94,0.75,0.51,0.24,1.0,0.33,0.7,0.71,0.67,0.5
Brock Lesnar,Heath Herring,1,0,45,9,5,0,1,0,Heavyweight,U-DEC,3,5:00,19ffeb5e3fffd6d5,W,L,3 Rnd (5-5-5),Dan Miragliotta,Jeff Mullen26 - 30.Cecil Peoples26 - 30.Doug Crosby26 - 30.,45 of 52,9 of 21,0.86,0.42,1,0,0,0,693,115,0.68,0.21,1.0,0.83,1.0,1.0,0.5,0.14,1.0,0.64,0.94,0.33,0.9,0.75
Rob Emerson,Manvel Gamburyan,1,0,3,0,0,0,0,0,Lightweight,KO/TKO Punch,1,0:12,19ffeb5e3fffd6d5,W,L,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance,3 of 3,0 of 3,1.0,0.0,0,0,0,0,3,0,1.0,0.0,0,0,0,0,1.0,0.0,0,0,1.0,0,1.0,0.0
Kenny Florian,Roger Huerta,0,0,51,33,5,0,0,0,Lightweight,U-DEC,3,5:00,19ffeb5e3fffd6d5,W,L,3 Rnd (5-5-5),Dan Miragliotta,Cecil Peoples27 - 30.Doug Crosby27 - 30.Jeff Mullen27 - 30.,51 of 99,33 of 103,0.51,0.32,0,0,0,0,147,78,0.49,0.25,0.46,0.22,0.78,0.63,0.42,0.26,0.62,0.5,0.86,1.0,0.58,0.45
Demian Maia,Jason MacDonald,0,0,30,7,2,0,3,4,Middleweight,SUB Rear Naked Choke,3,2:44,19ffeb5e3fffd6d5,W,L,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,30 of 59,7 of 15,0.5,0.46,3,4,1,1,379,316,0.49,0.33,0.75,0,0.5,1.0,0.22,0.25,0.6,1.0,0.56,0.6,0.71,0.8
Tamdan McCrory,Luke Cummo,0,0,26,11,4,1,7,1,Welterweight,U-DEC,3,5:00,19ffeb5e3fffd6d5,W,L,3 Rnd (5-5-5),Dan Miragliotta,Vinny Gargiulo28 - 29.Jeff Mullen27 - 30.Cecil Peoples27 - 30.,26 of 44,11 of 25,0.59,0.44,7,1,1,0,617,133,0.56,0.18,0.8,0.55,0,1.0,0.22,0.31,0.73,0.62,0.67,0.5,0.69,0.69
Cheick Kongo,Dan Evensen,1,0,23,2,2,0,0,2,Heavyweight,KO/TKO Punch,1,4:55,19ffeb5e3fffd6d5,W,L,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance,23 of 34,2 of 9,0.67,0.22,0,2,0,0,230,0,0.56,0.0,0.75,0.67,0.79,0,0.55,0.0,0.83,1.0,0.71,0,0.76,0.3
Jon Jones,Andre Gusmao,0,0,42,34,2,0,0,0,Light Heavyweight,U-DEC,3,5:00,19ffeb5e3fffd6d5,W,L,3 Rnd (5-5-5),Darryl Guthmiller,Nelson Hamilton27 - 30.Cecil Peoples27 - 30.Jeff Mullen28 - 29.,42 of 102,34 of 84,0.41,0.4,0,0,0,0,256,107,0.34,0.22,0.67,0.55,0.2,0.8,0.28,0.44,0.51,0.37,0.6,0,0.53,0.47
Chris Wilson,Steve Bruno,3,0,47,5,2,1,2,0,Welterweight,U-DEC,3,5:00,19ffeb5e3fffd6d5,W,L,3 Rnd (5-5-5),Nick Gamst,Jeff Mullen27 - 30.Doug Crosby27 - 30.Vinny Gargiulo27 - 30.,47 of 72,5 of 18,0.65,0.27,2,0,0,0,540,68,0.61,0.14,0.71,1.0,1.0,0.67,0.5,0.28,0.75,0,0.88,0,0.78,0.38
Ben Saunders,Ryan Thomas,1,0,41,12,1,0,2,2,Welterweight,SUB Armbar,2,2:28,19ffeb5e3fffd6d5,W,L,3 Rnd (5-5-5),Darryl Guthmiller,Armbar From Back Control,41 of 58,12 of 53,0.7,0.22,2,2,0,0,248,22,0.59,0.16,0.89,0.5,1.0,0.6,0.67,0.21,0.67,0.27,1.0,0,0.76,0.41
Anderson Silva,James Irvin,1,0,13,0,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,1:01,46f11d15c0134fe3,W,L,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,13 of 13,0 of 3,1.0,0.0,0,0,0,0,6,0,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0,0,1.0,0,1.0,0.0
Brandon Vera,Reese Andy,0,0,38,30,2,1,0,0,Light Heavyweight,U-DEC,3,5:00,46f11d15c0134fe3,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Adalaide Byrd27 - 30.Glenn Trowbridge28 - 29.Cecil Peoples27 - 30.,38 of 74,30 of 53,0.51,0.56,0,0,0,0,188,220,0.35,0.32,0.86,0.4,0.82,0.87,0.32,0.49,0.71,0.77,0.67,1.0,0.57,0.81
Frankie Edgar,Hermes Franca,0,0,69,18,10,0,0,1,Lightweight,U-DEC,3,5:00,46f11d15c0134fe3,W,L,3 Rnd (5-5-5),Yves Lavigne,Tony Weeks27 - 30.Jeff Mullen27 - 30.Patricia Morse-Jarman27 - 30.,69 of 112,18 of 38,0.61,0.47,0,1,0,0,729,0,0.54,0.42,1.0,0.67,1.0,0.75,0.53,0.47,0.62,0.5,0.64,0,0.73,0.67
Cain Velasquez,Jake O'Brien,0,0,24,1,1,0,0,0,Heavyweight,KO/TKO Punches,1,2:02,46f11d15c0134fe3,W,L,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head From Side Control,24 of 26,1 of 1,0.92,1.0,0,0,0,0,114,0,0.92,1.0,1.0,0,0,0,0.0,1.0,1.0,0,0.96,0,0.95,1.0
Kevin Burns,Anthony Johnson,0,0,37,51,0,5,0,0,Welterweight,KO/TKO,3,3:35,46f11d15c0134fe3,W,L,3 Rnd (5-5-5),Steve Mazzagatti,"to    
      Eye Injury",37 of 83,51 of 98,0.44,0.52,0,0,0,0,17,407,0.24,0.38,0.82,0.94,0.73,0.82,0.38,0.46,0.69,0.81,1.0,0.45,0.66,0.68
CB Dollaway,Jesse Taylor,0,0,4,4,0,1,2,0,Middleweight,SUB Peruvian Necktie,1,3:58,46f11d15c0134fe3,W,L,3 Rnd (5-5-5),Yves Lavigne,Peruvian Necktie After Drop to Ground,4 of 7,4 of 13,0.57,0.3,2,0,1,0,77,139,0.4,0.18,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75,0.5,0.14,0.75,0.62
Tim Credeur,Cale Yarbrough,1,0,19,6,0,0,0,0,Middleweight,KO/TKO Punches,1,1:54,46f11d15c0134fe3,W,L,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head At Distance,19 of 68,6 of 22,0.27,0.27,0,0,0,0,2,0,0.29,0.12,0.0,1.0,0,0.67,0.26,0.27,0,0,1.0,0,0.28,0.27
Rory Markham,Brodie Farber,1,0,6,18,0,0,0,0,Welterweight,KO/TKO Kick,1,1:37,46f11d15c0134fe3,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Kick to Head At Distance,6 of 22,18 of 32,0.27,0.56,0,0,0,0,1,3,0.24,0.53,1.0,0,0,1.0,0.24,0.57,1.0,0.5,0,0,0.27,0.56
Nate Loughran,Johnny Rees,0,0,1,7,0,0,2,0,Middleweight,SUB Triangle Choke,1,4:21,46f11d15c0134fe3,W,L,3 Rnd (5-5-5),Yves Lavigne,Triangle Choke From Bottom Guard,1 of 3,7 of 15,0.33,0.46,2,0,0,0,0,246,0,0.43,0.0,1.0,1.0,0,0.33,0.33,0,0,0,0.56,0.83,0.53
Brad Blackburn,James Giboo,4,0,53,9,0,0,0,0,Welterweight,KO/TKO Punches,2,2:29,46f11d15c0134fe3,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head At Distance,53 of 87,9 of 33,0.6,0.27,0,0,0,0,217,28,0.6,0.14,0.8,1.0,0.6,1.0,0.58,0.28,0.62,0.0,0.67,0,0.7,0.37
Shannon Gugerty,Dale Hartt,0,0,3,1,1,0,2,2,Lightweight,SUB Rear Naked Choke,1,3:33,46f11d15c0134fe3,W,L,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,3 of 8,1 of 6,0.37,0.16,2,2,0,0,189,0,0.2,0.0,0,0,0.67,0.5,0.5,0.17,0,0,0.25,0,0.7,0.29
Forrest Griffin,Quinton Jackson,0,1,77,50,0,0,3,0,Light Heavyweight,U-DEC,5,5:00,bf12aca029bfcc47,W,L,5 Rnd (5-5-5-5-5),Yves Lavigne,Adalaide Byrd46 - 48.Nelson Hamilton46 - 48.Roy Silbert46 - 49.,77 of 276,50 of 138,0.27,0.36,3,0,0,0,287,190,0.15,0.3,0.44,0.9,0.76,1.0,0.24,0.28,0.67,0.68,0.46,0.64,0.35,0.45
Patrick Cote,Ricardo Almeida,0,0,24,26,0,2,0,2,Middleweight,S-DEC,3,5:00,bf12aca029bfcc47,W,L,3 Rnd (5-5-5),Herb Dean,Tony Weeks28 - 29.Glenn Trowbridge29 - 28.Patricia Morse-Jarman28 - 29.,24 of 64,26 of 62,0.37,0.41,0,2,0,0,106,296,0.25,0.3,0.75,0.92,1.0,0,0.31,0.23,0.62,1.0,0.75,0.71,0.49,0.5
Joe Stevenson,Gleison Tibau,1,0,12,4,1,5,2,1,Lightweight,SUB Guillotine Choke,2,2:57,bf12aca029bfcc47,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Guillotine Choke After Drop to Guard,12 of 27,4 of 24,0.44,0.16,2,1,0,0,194,151,0.35,0.17,1.0,0,1.0,0,0.3,0.15,0.8,0.0,1.0,1.0,0.46,0.58
Josh Koscheck,Chris Lytle,0,0,38,16,2,0,0,5,Welterweight,U-DEC,3,5:00,bf12aca029bfcc47,W,L,3 Rnd (5-5-5),Yves Lavigne,Adalaide Byrd26 - 30.Tony Weeks27 - 29.Roy Silbert28 - 30.,38 of 58,16 of 65,0.65,0.24,0,5,0,0,599,12,0.62,0.2,1.0,0.75,1.0,0.4,0.33,0.23,0.8,0.67,0.76,0,0.82,0.46
Tyson Griffin,Marcus Aurelio,0,0,92,20,3,0,0,1,Lightweight,U-DEC,3,5:00,bf12aca029bfcc47,W,L,3 Rnd (5-5-5),Herb Dean,Glenn Trowbridge27 - 30.Lester Griffin27 - 30.Patricia Morse-Jarman27 - 30.,92 of 175,20 of 80,0.52,0.25,0,1,0,0,377,29,0.44,0.18,0.57,1.0,0.81,1.0,0.48,0.18,0.73,0.88,0.62,0,0.63,0.4
Gabriel Gonzaga,Justin McCully,0,0,6,2,1,0,1,0,Heavyweight,SUB Kimura,1,1:57,bf12aca029bfcc47,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Kimura From Mount,6 of 8,2 of 9,0.75,0.22,1,0,0,0,77,0,0.33,0.0,1.0,0,1.0,0.5,0.75,0.22,0,0,0.75,0,0.84,0.22
Cole Miller,Jorge Gurgel,0,0,41,54,1,3,2,0,Lightweight,SUB Triangle Choke,3,4:48,bf12aca029bfcc47,W,L,3 Rnd (5-5-5),Yves Lavigne,Triangle Choke From Bottom Guard,41 of 141,54 of 127,0.29,0.42,2,0,1,1,125,240,0.22,0.34,0.48,0.0,1.0,0.83,0.22,0.4,0.39,0.54,0.83,0.38,0.37,0.5
Melvin Guillard,Dennis Siver,2,0,10,0,0,0,0,0,Lightweight,KO/TKO Punches,1,0:36,bf12aca029bfcc47,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,10 of 15,0 of 1,0.66,0.0,0,0,0,0,20,0,0.67,0.0,0,0,0,0,0.8,0.0,0,0,0.6,0,0.67,0.0
Justin Buchholz,Corey Hill,0,0,24,34,0,2,1,0,Lightweight,SUB Rear Naked Choke,2,3:57,bf12aca029bfcc47,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke,24 of 80,34 of 88,0.3,0.38,1,0,1,0,11,153,0.23,0.35,0.62,0.75,0.27,0.33,0.25,0.33,0.47,0.67,0,0.14,0.42,0.45
Kendall Grove,Evan Tanner,0,0,59,27,0,3,1,0,Middleweight,S-DEC,3,5:00,2299605af59fd309,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Al Lefkowitz29 - 28.Glenn Trowbridge26 - 30.Marcos Rosales26 - 30.,59 of 96,27 of 47,0.61,0.57,1,0,0,0,83,539,0.56,0.43,1.0,1.0,1.0,1.0,0.42,0.38,0.86,0.88,0,0.5,0.71,0.61
Amir Sadollah,CB Dollaway,0,0,2,6,0,1,2,0,Middleweight,SUB Armbar,1,3:02,2299605af59fd309,W,L,3 Rnd (5-5-5),Herb Dean,Armbar From Whizzer,2 of 5,6 of 16,0.4,0.37,2,0,0,0,0,131,0.0,0.31,0.67,0.0,0,1.0,0.4,0.5,0,0,0,0.33,0.62,0.5
Diego Sanchez,Luigi Fioravanti,2,0,51,27,0,1,1,1,Welterweight,KO/TKO Flying Knee,3,4:07,2299605af59fd309,W,L,3 Rnd (5-5-5),Josh Rosenthal,Flying Knee Head,51 of 116,27 of 80,0.43,0.33,1,1,0,0,111,45,0.39,0.27,1.0,0.83,0.67,0.57,0.34,0.29,0.59,0.42,0.58,0,0.46,0.36
Spencer Fisher,Jeremy Stephens,0,0,56,23,1,2,0,3,Lightweight,U-DEC,3,5:00,2299605af59fd309,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Patricia Morse-Jarman28 - 29.Glenn Trowbridge28 - 29.Marcos Rosales28 - 29.,56 of 104,23 of 55,0.53,0.41,0,3,0,0,518,153,0.43,0.35,0.79,0.67,0.9,0.67,0.55,0.26,0.7,0.89,0.45,0.55,0.66,0.65
Matthew Riddle,Dante Rivera,0,0,60,34,5,0,2,0,Middleweight,U-DEC,3,5:00,2299605af59fd309,W,L,3 Rnd (5-5-5),Herb Dean,Al Lefkowitz27 - 30.Tony Weeks27 - 30.Cecil Peoples28 - 29.,60 of 80,34 of 64,0.75,0.53,2,0,0,0,549,150,0.6,0.42,0.76,0.56,0.9,1.0,0.1,0.5,0.82,0.56,0.89,0.33,0.85,0.67
Dustin Hazelett,Joshua Burkman,0,0,13,34,1,1,3,0,Welterweight,SUB Armbar,2,4:46,2299605af59fd309,W,L,3 Rnd (5-5-5),Josh Rosenthal,Armbar From Bottom Guard,13 of 43,34 of 60,0.3,0.56,3,0,1,0,42,225,0.25,0.51,0.57,0.64,0,0.7,0.28,0.47,0.5,0.75,0,0.75,0.33,0.63
Drew McFedries,Marvin Eastman,1,0,19,3,1,1,0,0,Middleweight,KO/TKO Punches,1,1:08,2299605af59fd309,W,L,3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head At Distance,19 of 32,3 of 6,0.59,0.5,0,0,0,0,5,12,0.56,0.5,1.0,0,0.5,0,0.38,0.0,0.65,0.6,1.0,0,0.63,0.7
Matt Brown,Matt Arroyo,0,0,32,26,0,2,1,0,Welterweight,KO/TKO Punches,2,3:40,2299605af59fd309,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head From Guard,32 of 65,26 of 64,0.49,0.4,1,0,0,0,207,107,0.43,0.34,0.69,0.6,1.0,0.83,0.43,0.34,0.75,0.47,0.44,0.75,0.56,0.45
Dean Lister,Jeremy Horn,0,0,6,2,1,0,1,0,Middleweight,SUB Guillotine Choke,1,3:52,2299605af59fd309,W,L,3 Rnd (5-5-5),Josh Rosenthal,Guillotine Choke After Drop to Half Guard,6 of 22,2 of 28,0.27,0.07,1,0,0,0,40,76,0.24,0.07,0,0,1.0,0.0,0.28,0.07,0.0,0,0.5,0,0.36,0.37
Rob Kimmons,Rob Yundt,0,0,9,5,1,1,4,0,Middleweight,SUB Guillotine Choke,1,3:58,2299605af59fd309,W,L,3 Rnd (5-5-5),Herb Dean,Guillotine Choke After Drop to Guard,9 of 13,5 of 6,0.69,0.83,4,0,0,0,92,131,0.69,0.0,0,1.0,0,0,0.5,1.0,0,0,0.73,0.8,0.86,0.98
Thiago Alves,Matt Hughes,1,0,10,9,1,1,0,0,Welterweight,KO/TKO Flying Knee,2,1:02,2efbc83a6b9b7f86,W,L,3 Rnd (5-5-5),Herb Dean,Flying Knee Head,10 of 16,9 of 13,0.62,0.69,0,0,0,0,87,183,0.57,0.33,1.0,0,0,1.0,0.5,0.0,1.0,0,0.62,0.9,0.77,0.82
Michael Bisping,Jason Day,0,0,25,7,2,0,0,0,Middleweight,KO/TKO Punches,1,3:42,2efbc83a6b9b7f86,W,L,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground,25 of 43,7 of 12,0.58,0.58,0,0,0,0,140,3,0.5,0.43,1.0,0.0,1.0,1.0,0.31,0.58,0.8,0,0.68,0,0.66,0.62
Mike Swick,Marcus Davis,0,0,32,31,2,3,1,2,Welterweight,U-DEC,3,5:00,2efbc83a6b9b7f86,W,L,3 Rnd (5-5-5),Mario Yamasaki,Point Deducted: Holding Fence by SwickAndy Roberts27 - 29.Nelson Hamilton27 - 29.Jeff Mullen27 - 29.,32 of 86,31 of 55,0.37,0.56,1,2,0,0,519,136,0.23,0.49,0.65,0.75,1.0,0.8,0.29,0.39,0.45,0.82,0.38,0.8,0.54,0.77
Thales Leites,Nate Marquardt,1,0,13,35,0,5,2,0,Middleweight,S-DEC,3,5:00,2efbc83a6b9b7f86,W,L,3 Rnd (5-5-5),Herb Dean,Two Points Deducted: Illegal Knee and Strike to Back of Head by MarquardtNelson Hamilton27 - 28.Chris Watts28 - 27.Cecil Peoples27 - 28.,13 of 45,35 of 72,0.28,0.48,2,0,0,0,113,424,0.29,0.42,0.25,0.62,0,1.0,0.23,0.28,0.33,0.8,0.57,0.7,0.5,0.56
